Sciezka;Etykiety
Dataset/train/images\DTR (10507).jpg;Drone
Dataset/train/images\DTR (10508).jpg;Drone
Dataset/train/images\DTR (10509).jpg;Drone
Dataset/train/images\DTR (1051).jpg;Drone
Dataset/train/images\DTR (10510).jpg;Drone
Dataset/train/images\DTR (10511).jpg;Drone
Dataset/train/images\DTR (10512).jpg;Drone
Dataset/train/images\DTR (10513).jpg;Drone
Dataset/train/images\DTR (10514).jpg;Drone
Dataset/train/images\DTR (10515).jpg;Drone
Dataset/train/images\DTR (10516).jpg;Drone
Dataset/train/images\DTR (10517).jpg;Drone
Dataset/train/images\DTR (10518).jpg;Drone
Dataset/train/images\DTR (10519).jpg;Drone
Dataset/train/images\DTR (1052).jpg;Drone
Dataset/train/images\DTR (10520).jpg;Drone
Dataset/train/images\DTR (10521).jpg;Drone
Dataset/train/images\DTR (10522).jpg;Drone
Dataset/train/images\DTR (10523).jpg;Drone
Dataset/train/images\DTR (10524).jpg;Drone
Dataset/train/images\DTR (10525).jpg;Drone
Dataset/train/images\DTR (10526).jpg;Drone
Dataset/train/images\DTR (10527).jpg;Drone
Dataset/train/images\DTR (10528).jpg;Drone
Dataset/train/images\DTR (10529).jpg;Drone
Dataset/train/images\DTR (1053).jpg;Drone
Dataset/train/images\DTR (10530).jpg;Drone
Dataset/train/images\DTR (10531).jpg;Drone
Dataset/train/images\DTR (10532).jpg;Drone
Dataset/train/images\DTR (10533).jpg;Drone
Dataset/train/images\DTR (10534).jpg;Drone
Dataset/train/images\DTR (10535).jpg;Drone
Dataset/train/images\DTR (10536).jpg;Drone
Dataset/train/images\DTR (10537).jpg;Drone
Dataset/train/images\DTR (10538).jpg;Drone
Dataset/train/images\DTR (10539).jpg;Drone
Dataset/train/images\DTR (1054).jpg;Drone
Dataset/train/images\DTR (10540).jpg;Drone
Dataset/train/images\DTR (10541).jpg;Drone
Dataset/train/images\DTR (10542).jpg;Drone
Dataset/train/images\DTR (10543).jpg;Drone
Dataset/train/images\DTR (10544).jpg;Drone
Dataset/train/images\DTR (10545).jpg;Drone
Dataset/train/images\DTR (10546).jpg;Drone
Dataset/train/images\DTR (10547).jpg;Drone
Dataset/train/images\DTR (10548).jpg;Drone
Dataset/train/images\DTR (10549).jpg;Drone
Dataset/train/images\DTR (1055).jpg;Drone
Dataset/train/images\DTR (10550).jpg;Drone
Dataset/train/images\DTR (10551).jpg;Drone
Dataset/train/images\DTR (10552).jpg;Drone
Dataset/train/images\DTR (10553).jpg;Drone
Dataset/train/images\DTR (10554).jpg;Drone
Dataset/train/images\DTR (10555).jpg;Drone
Dataset/train/images\DTR (10556).jpg;Drone
Dataset/train/images\DTR (10557).jpg;Drone
Dataset/train/images\DTR (10558).jpg;Drone
Dataset/train/images\DTR (10559).jpg;Drone
Dataset/train/images\DTR (1056).jpg;Drone
Dataset/train/images\DTR (10560).jpg;Drone
Dataset/train/images\DTR (10561).jpg;Drone
Dataset/train/images\DTR (10562).jpg;Drone
Dataset/train/images\DTR (10563).jpg;Drone
Dataset/train/images\DTR (10564).jpg;Drone
Dataset/train/images\DTR (10565).jpg;Drone
Dataset/train/images\DTR (10566).jpg;Drone
Dataset/train/images\DTR (10567).jpg;Drone
Dataset/train/images\DTR (10568).jpg;Drone
Dataset/train/images\DTR (10569).jpg;Drone
Dataset/train/images\DTR (1057).jpg;Drone
Dataset/train/images\DTR (10570).jpg;Drone
Dataset/train/images\DTR (10571).jpg;Drone
Dataset/train/images\DTR (10572).jpg;Drone
Dataset/train/images\DTR (10573).jpg;Drone
Dataset/train/images\DTR (10574).jpg;Drone
Dataset/train/images\DTR (10575).jpg;Drone
Dataset/train/images\DTR (10576).jpg;Drone
Dataset/train/images\DTR (10577).jpg;Drone
Dataset/train/images\DTR (10578).jpg;Drone
Dataset/train/images\DTR (10579).jpg;Drone
Dataset/train/images\DTR (1058).jpg;Drone
Dataset/train/images\DTR (10580).jpg;Drone
Dataset/train/images\DTR (10581).jpg;Drone
Dataset/train/images\DTR (10582).jpg;Drone
Dataset/train/images\DTR (10583).jpg;Drone
Dataset/train/images\DTR (10584).jpg;Drone
Dataset/train/images\DTR (10585).jpg;Drone
Dataset/train/images\DTR (10586).jpg;Drone
Dataset/train/images\DTR (10587).jpg;Drone
Dataset/train/images\DTR (10588).jpg;Drone
Dataset/train/images\DTR (10589).jpg;Drone
Dataset/train/images\DTR (1059).jpg;Drone
Dataset/train/images\DTR (10590).jpg;Drone
Dataset/train/images\DTR (10591).jpg;Drone
Dataset/train/images\DTR (10592).jpg;Drone
Dataset/train/images\DTR (10593).jpg;Drone
Dataset/train/images\DTR (10594).jpg;Drone
Dataset/train/images\DTR (10595).jpg;Drone
Dataset/train/images\DTR (10596).jpg;Drone
Dataset/train/images\DTR (10597).jpg;Drone
Dataset/train/images\DTR (10598).jpg;Drone
Dataset/train/images\DTR (10599).jpg;Drone
Dataset/train/images\DTR (106).jpg;Drone
Dataset/train/images\DTR (1060).jpg;Drone
Dataset/train/images\DTR (10600).jpg;Drone
Dataset/train/images\DTR (10601).jpg;Drone
Dataset/train/images\DTR (10602).jpg;Drone
Dataset/train/images\DTR (10603).jpg;Drone
Dataset/train/images\DTR (10604).jpg;Drone
Dataset/train/images\DTR (10605).jpg;Drone
Dataset/train/images\DTR (10606).jpg;Drone
Dataset/train/images\DTR (10607).jpg;Drone
Dataset/train/images\DTR (10608).jpg;Drone
Dataset/train/images\DTR (10609).jpg;Drone
Dataset/train/images\DTR (1061).jpg;Drone
Dataset/train/images\DTR (10610).jpg;Drone
Dataset/train/images\DTR (10611).jpg;Drone
Dataset/train/images\DTR (10612).jpg;Drone
Dataset/train/images\DTR (10613).jpg;Drone
Dataset/train/images\DTR (10614).jpg;Drone
Dataset/train/images\DTR (10615).jpg;Drone
Dataset/train/images\DTR (10616).jpg;Drone
Dataset/train/images\DTR (10617).jpg;Drone
Dataset/train/images\DTR (10618).jpg;Drone
Dataset/train/images\DTR (10619).jpg;Drone
Dataset/train/images\DTR (1062).jpg;Drone
Dataset/train/images\DTR (10620).jpg;Drone
Dataset/train/images\DTR (10621).jpg;Drone
Dataset/train/images\DTR (10622).jpg;Drone
Dataset/train/images\DTR (10623).jpg;Drone
Dataset/train/images\DTR (10624).jpg;Drone
Dataset/train/images\DTR (10625).jpg;Drone
Dataset/train/images\DTR (10626).jpg;Drone
Dataset/train/images\DTR (10627).jpg;Drone
Dataset/train/images\DTR (10628).jpg;Drone
Dataset/train/images\DTR (10629).jpg;Drone
Dataset/train/images\DTR (1063).jpg;Drone
Dataset/train/images\DTR (10630).jpg;Drone
Dataset/train/images\DTR (10631).jpg;Drone
Dataset/train/images\DTR (10632).jpg;Drone
Dataset/train/images\DTR (10633).jpg;Drone
Dataset/train/images\DTR (10634).jpg;Drone
Dataset/train/images\DTR (10635).jpg;Drone
Dataset/train/images\DTR (10636).jpg;Drone
Dataset/train/images\DTR (10637).jpg;Drone
Dataset/train/images\DTR (10638).jpg;Drone
Dataset/train/images\DTR (10639).jpg;Drone
Dataset/train/images\DTR (1064).jpg;Drone
Dataset/train/images\DTR (10640).jpg;Drone
Dataset/train/images\DTR (10641).jpg;Drone
Dataset/train/images\DTR (10642).jpg;Drone
Dataset/train/images\DTR (10643).jpg;Drone
Dataset/train/images\DTR (10644).jpg;Drone
Dataset/train/images\DTR (10645).jpg;Drone
Dataset/train/images\DTR (10646).jpg;Drone
Dataset/train/images\DTR (10647).jpg;Drone
Dataset/train/images\DTR (10648).jpg;Drone
Dataset/train/images\DTR (10649).jpg;Drone
Dataset/train/images\DTR (1065).jpg;Drone
Dataset/train/images\DTR (10650).jpg;Drone
Dataset/train/images\DTR (10651).jpg;Drone
Dataset/train/images\DTR (10652).jpg;Drone
Dataset/train/images\DTR (10653).jpg;Drone
Dataset/train/images\DTR (10654).jpg;Drone
Dataset/train/images\DTR (10655).jpg;Drone
Dataset/train/images\DTR (10656).jpg;Drone
Dataset/train/images\DTR (10657).jpg;Drone
Dataset/train/images\DTR (10658).jpg;Drone
Dataset/train/images\DTR (10659).jpg;Drone
Dataset/train/images\DTR (1066).jpg;Drone
Dataset/train/images\DTR (10660).jpg;Drone
Dataset/train/images\DTR (10661).jpg;Drone
Dataset/train/images\DTR (10662).jpg;Drone
Dataset/train/images\DTR (10663).jpg;Drone
Dataset/train/images\DTR (10664).jpg;Drone
Dataset/train/images\DTR (10665).jpg;Drone
Dataset/train/images\DTR (10666).jpg;Drone
Dataset/train/images\DTR (10667).jpg;Drone
Dataset/train/images\DTR (10668).jpg;Drone
Dataset/train/images\DTR (10669).jpg;Drone
Dataset/train/images\DTR (1067).jpg;Drone
Dataset/train/images\DTR (10670).jpg;Drone
Dataset/train/images\DTR (10671).jpg;Drone
Dataset/train/images\DTR (10672).jpg;Drone
Dataset/train/images\DTR (10673).jpg;Drone
Dataset/train/images\DTR (10674).jpg;Drone
Dataset/train/images\DTR (10675).jpg;Drone
Dataset/train/images\DTR (10676).jpg;Drone
Dataset/train/images\DTR (10677).jpg;Drone
Dataset/train/images\DTR (10678).jpg;Drone
Dataset/train/images\DTR (10679).jpg;Drone
Dataset/train/images\DTR (1068).jpg;Drone
Dataset/train/images\DTR (10680).jpg;Drone
Dataset/train/images\DTR (10681).jpg;Drone
Dataset/train/images\DTR (10682).jpg;Drone
Dataset/train/images\DTR (10683).jpg;Drone
Dataset/train/images\DTR (10684).jpg;Drone
Dataset/train/images\DTR (10685).jpg;Drone
Dataset/train/images\DTR (10686).jpg;Drone
Dataset/train/images\DTR (10687).jpg;Drone
Dataset/train/images\DTR (10688).jpg;Drone
Dataset/train/images\DTR (10689).jpg;Drone
Dataset/train/images\DTR (1069).jpg;Drone
Dataset/train/images\DTR (10690).jpg;Drone
Dataset/train/images\DTR (10691).jpg;Drone
Dataset/train/images\DTR (10692).jpg;Drone
Dataset/train/images\DTR (10693).jpg;Drone
Dataset/train/images\DTR (10694).jpg;Drone
Dataset/train/images\DTR (10695).jpg;Drone
Dataset/train/images\DTR (10696).jpg;Drone
Dataset/train/images\DTR (10697).jpg;Drone
Dataset/train/images\DTR (10698).jpg;Drone
Dataset/train/images\DTR (10699).jpg;Drone
Dataset/train/images\DTR (107).jpg;Drone
Dataset/train/images\DTR (1070).jpg;Drone
Dataset/train/images\DTR (10700).jpg;Drone
Dataset/train/images\DTR (10701).jpg;Drone
Dataset/train/images\DTR (10702).jpg;Drone
Dataset/train/images\DTR (10703).jpg;Drone
Dataset/train/images\DTR (10704).jpg;Drone
Dataset/train/images\DTR (10705).jpg;Drone
Dataset/train/images\DTR (10706).jpg;Drone
Dataset/train/images\DTR (10707).jpg;Drone
Dataset/train/images\DTR (10708).jpg;Drone
Dataset/train/images\DTR (10709).jpg;Drone
Dataset/train/images\DTR (1071).jpg;Drone
Dataset/train/images\DTR (10710).jpg;Drone
Dataset/train/images\DTR (10711).jpg;Drone
Dataset/train/images\DTR (10712).jpg;Drone
Dataset/train/images\DTR (10713).jpg;Drone
Dataset/train/images\DTR (10714).jpg;Drone
Dataset/train/images\DTR (10715).jpg;Drone
Dataset/train/images\DTR (10716).jpg;Drone
Dataset/train/images\DTR (10717).jpg;Drone
Dataset/train/images\DTR (10718).jpg;Drone
Dataset/train/images\DTR (10719).jpg;Drone
Dataset/train/images\DTR (1072).jpg;Drone
Dataset/train/images\DTR (10720).jpg;Drone
Dataset/train/images\DTR (10721).jpg;Drone
Dataset/train/images\DTR (10722).jpg;Drone
Dataset/train/images\DTR (10723).jpg;Drone
Dataset/train/images\DTR (10724).jpg;Drone
Dataset/train/images\DTR (10725).jpg;Drone
Dataset/train/images\DTR (10726).jpg;Drone
Dataset/train/images\DTR (10727).jpg;Drone
Dataset/train/images\DTR (10728).jpg;Drone
Dataset/train/images\DTR (10729).jpg;Drone
Dataset/train/images\DTR (1073).jpg;Drone
Dataset/train/images\DTR (10730).jpg;Drone
Dataset/train/images\DTR (10731).jpg;Drone
Dataset/train/images\DTR (10732).jpg;Drone
Dataset/train/images\DTR (10733).jpg;Drone
Dataset/train/images\DTR (10734).jpg;Drone
Dataset/train/images\DTR (10735).jpg;Drone
Dataset/train/images\DTR (10736).jpg;Drone
Dataset/train/images\DTR (10737).jpg;Drone
Dataset/train/images\DTR (10738).jpg;Drone
Dataset/train/images\DTR (10739).jpg;Drone
Dataset/train/images\DTR (1074).jpg;Drone
Dataset/train/images\DTR (10740).jpg;Drone
Dataset/train/images\DTR (10741).jpg;Drone
Dataset/train/images\DTR (10742).jpg;Drone
Dataset/train/images\DTR (10743).jpg;Drone
Dataset/train/images\DTR (10744).jpg;Drone
Dataset/train/images\DTR (10745).jpg;Drone
Dataset/train/images\DTR (10746).jpg;Drone
Dataset/train/images\DTR (10747).jpg;Drone
Dataset/train/images\DTR (10748).jpg;Drone
Dataset/train/images\DTR (10749).jpg;Drone
Dataset/train/images\DTR (1075).jpg;Drone
Dataset/train/images\DTR (10750).jpg;Drone
Dataset/train/images\DTR (10751).jpg;Drone
Dataset/train/images\DTR (10752).jpg;Drone
Dataset/train/images\DTR (10753).jpg;Drone
Dataset/train/images\DTR (10754).jpg;Drone
Dataset/train/images\DTR (10755).jpg;Drone
Dataset/train/images\DTR (10756).jpg;Drone
Dataset/train/images\DTR (10757).jpg;Drone
Dataset/train/images\DTR (10758).jpg;Drone
Dataset/train/images\DTR (10759).jpg;Drone
Dataset/train/images\DTR (1076).jpg;Drone
Dataset/train/images\DTR (10760).jpg;Drone
Dataset/train/images\DTR (10761).jpg;Drone
Dataset/train/images\DTR (10762).jpg;Drone
Dataset/train/images\DTR (10763).jpg;Drone
Dataset/train/images\DTR (10764).jpg;Drone
Dataset/train/images\DTR (10765).jpg;Drone
Dataset/train/images\DTR (10766).jpg;Drone
Dataset/train/images\DTR (10767).jpg;Drone
Dataset/train/images\DTR (10768).jpg;Drone
Dataset/train/images\DTR (10769).jpg;Drone
Dataset/train/images\DTR (1077).jpg;Drone
Dataset/train/images\DTR (10770).jpg;Drone
Dataset/train/images\DTR (10771).jpg;Drone
Dataset/train/images\DTR (10772).jpg;Drone
Dataset/train/images\DTR (10773).jpg;Drone
Dataset/train/images\DTR (10774).jpg;Drone
Dataset/train/images\DTR (10775).jpg;Drone
Dataset/train/images\DTR (10776).jpg;Drone
Dataset/train/images\DTR (10777).jpg;Drone
Dataset/train/images\DTR (10778).jpg;Drone
Dataset/train/images\DTR (10779).jpg;Drone
Dataset/train/images\DTR (1078).jpg;Drone
Dataset/train/images\DTR (10780).jpg;Drone
Dataset/train/images\DTR (10781).jpg;Drone
Dataset/train/images\DTR (10782).jpg;Drone
Dataset/train/images\DTR (10783).jpg;Drone
Dataset/train/images\DTR (10784).jpg;Drone
Dataset/train/images\DTR (10785).jpg;Drone
Dataset/train/images\DTR (10786).jpg;Drone
Dataset/train/images\DTR (10787).jpg;Drone
Dataset/train/images\DTR (10788).jpg;Drone
Dataset/train/images\DTR (10789).jpg;Drone
Dataset/train/images\DTR (1079).jpg;Drone
Dataset/train/images\DTR (10790).jpg;Drone
Dataset/train/images\DTR (10791).jpg;Drone
Dataset/train/images\DTR (10792).jpg;Drone
Dataset/train/images\DTR (10793).jpg;Drone
Dataset/train/images\DTR (10794).jpg;Drone
Dataset/train/images\DTR (10795).jpg;Drone
Dataset/train/images\DTR (10796).jpg;Drone
Dataset/train/images\DTR (10797).jpg;Drone
Dataset/train/images\DTR (10798).jpg;Drone
Dataset/train/images\DTR (10799).jpg;Drone
Dataset/train/images\DTR (108).jpg;Drone
Dataset/train/images\DTR (1080).jpg;Drone
Dataset/train/images\DTR (10800).jpg;Drone
Dataset/train/images\DTR (10801).jpg;Drone
Dataset/train/images\DTR (10802).jpg;Drone
Dataset/train/images\DTR (10803).jpg;Drone
Dataset/train/images\DTR (10804).jpg;Drone
Dataset/train/images\DTR (10805).jpg;Drone
Dataset/train/images\DTR (10806).jpg;Drone
Dataset/train/images\DTR (10807).jpg;Drone
Dataset/train/images\DTR (10808).jpg;Drone
Dataset/train/images\DTR (10809).jpg;Drone
Dataset/train/images\DTR (1081).jpg;Drone
Dataset/train/images\DTR (10810).jpg;Drone
Dataset/train/images\DTR (10811).jpg;Drone
Dataset/train/images\DTR (10812).jpg;Drone
Dataset/train/images\DTR (10813).jpg;Drone
Dataset/train/images\DTR (10814).jpg;Drone
Dataset/train/images\DTR (10815).jpg;Drone
Dataset/train/images\DTR (10816).jpg;Drone
Dataset/train/images\DTR (10817).jpg;Drone
Dataset/train/images\DTR (10818).jpg;Drone
Dataset/train/images\DTR (10819).jpg;Drone
Dataset/train/images\DTR (1082).jpg;Drone
Dataset/train/images\DTR (10820).jpg;Drone
Dataset/train/images\DTR (10821).jpg;Drone
Dataset/train/images\DTR (10822).jpg;Drone
Dataset/train/images\DTR (10823).jpg;Drone
Dataset/train/images\DTR (10824).jpg;Drone
Dataset/train/images\DTR (10825).jpg;Drone
Dataset/train/images\DTR (10826).jpg;Drone
Dataset/train/images\DTR (10827).jpg;Drone
Dataset/train/images\DTR (10828).jpg;Drone
Dataset/train/images\DTR (10829).jpg;Drone
Dataset/train/images\DTR (1083).jpg;Drone
Dataset/train/images\DTR (10830).jpg;Drone
Dataset/train/images\DTR (10831).jpg;Drone
Dataset/train/images\DTR (10832).jpg;Drone
Dataset/train/images\DTR (10833).jpg;Drone
Dataset/train/images\DTR (10834).jpg;Drone
Dataset/train/images\DTR (10835).jpg;Drone
Dataset/train/images\DTR (10836).jpg;Drone
Dataset/train/images\DTR (10837).jpg;Drone
Dataset/train/images\DTR (10838).jpg;Drone
Dataset/train/images\DTR (10839).jpg;Drone
Dataset/train/images\DTR (1084).jpg;Drone
Dataset/train/images\DTR (10840).jpg;Drone
Dataset/train/images\DTR (10841).jpg;Drone
Dataset/train/images\DTR (10842).jpg;Drone
Dataset/train/images\DTR (10843).jpg;Drone
Dataset/train/images\DTR (10844).jpg;Drone
Dataset/train/images\DTR (10845).jpg;Drone
Dataset/train/images\DTR (10846).jpg;Drone
Dataset/train/images\DTR (10847).jpg;Drone
Dataset/train/images\DTR (10848).jpg;Drone
Dataset/train/images\DTR (10849).jpg;Drone
Dataset/train/images\DTR (1085).jpg;Drone
Dataset/train/images\DTR (10850).jpg;Drone
Dataset/train/images\DTR (10851).jpg;Drone
Dataset/train/images\DTR (10852).jpg;Drone
Dataset/train/images\DTR (10853).jpg;Drone
Dataset/train/images\DTR (10854).jpg;Drone
Dataset/train/images\DTR (10855).jpg;Drone
Dataset/train/images\DTR (10856).jpg;Drone
Dataset/train/images\DTR (10857).jpg;Drone
Dataset/train/images\DTR (10858).jpg;Drone
Dataset/train/images\DTR (10859).jpg;Drone
Dataset/train/images\DTR (1086).jpg;Drone
Dataset/train/images\DTR (10860).jpg;Drone
Dataset/train/images\DTR (10861).jpg;Drone
Dataset/train/images\DTR (10862).jpg;Drone
Dataset/train/images\DTR (10863).jpg;Drone
Dataset/train/images\DTR (10864).jpg;Drone
Dataset/train/images\DTR (10865).jpg;Drone
Dataset/train/images\DTR (10866).jpg;Drone
Dataset/train/images\DTR (10867).jpg;Drone
Dataset/train/images\DTR (10868).jpg;Drone
Dataset/train/images\DTR (10869).jpg;Drone
Dataset/train/images\DTR (1087).jpg;Drone
Dataset/train/images\DTR (10870).jpg;Drone
Dataset/train/images\DTR (10871).jpg;Drone
Dataset/train/images\DTR (10872).jpg;Drone
Dataset/train/images\DTR (10873).jpg;Drone
Dataset/train/images\DTR (10874).jpg;Drone
Dataset/train/images\DTR (10875).jpg;Drone
Dataset/train/images\DTR (10876).jpg;Drone
Dataset/train/images\DTR (10877).jpg;Drone
Dataset/train/images\DTR (10878).jpg;Drone
Dataset/train/images\DTR (10879).jpg;Drone
Dataset/train/images\DTR (1088).jpg;Drone
Dataset/train/images\DTR (10880).jpg;Drone
Dataset/train/images\DTR (10881).jpg;Drone
Dataset/train/images\DTR (10882).jpg;Drone
Dataset/train/images\DTR (10883).jpg;Drone
Dataset/train/images\DTR (10884).jpg;Drone
Dataset/train/images\DTR (10885).jpg;Drone
Dataset/train/images\DTR (10886).jpg;Drone
Dataset/train/images\DTR (10887).jpg;Drone
Dataset/train/images\DTR (10888).jpg;Drone
Dataset/train/images\DTR (10889).jpg;Drone
Dataset/train/images\DTR (1089).jpg;Drone
Dataset/train/images\DTR (10890).jpg;Drone
Dataset/train/images\DTR (10891).jpg;Drone
Dataset/train/images\DTR (10892).jpg;Drone
Dataset/train/images\DTR (10893).jpg;Drone
Dataset/train/images\DTR (10894).jpg;Drone
Dataset/train/images\DTR (10895).jpg;Drone
Dataset/train/images\DTR (10896).jpg;Drone
Dataset/train/images\DTR (10897).jpg;Drone
Dataset/train/images\DTR (10898).jpg;Drone
Dataset/train/images\DTR (10899).jpg;Drone
Dataset/train/images\DTR (109).jpg;Drone
Dataset/train/images\DTR (1090).jpg;Drone
Dataset/train/images\DTR (10900).jpg;Drone
Dataset/train/images\DTR (10901).jpg;Drone
Dataset/train/images\DTR (10902).jpg;Drone
Dataset/train/images\DTR (10903).jpg;Drone
Dataset/train/images\DTR (10904).jpg;Drone
Dataset/train/images\DTR (10905).jpg;Drone
Dataset/train/images\DTR (10906).jpg;Drone
Dataset/train/images\DTR (10907).jpg;Drone
Dataset/train/images\DTR (10908).jpg;Drone
Dataset/train/images\DTR (10909).jpg;Drone
Dataset/train/images\DTR (1091).jpg;Drone
Dataset/train/images\DTR (10910).jpg;Drone
Dataset/train/images\DTR (10911).jpg;Drone
Dataset/train/images\DTR (10912).jpg;Drone
Dataset/train/images\DTR (10913).jpg;Drone
Dataset/train/images\DTR (10914).jpg;Drone
Dataset/train/images\DTR (10915).jpg;Drone
Dataset/train/images\DTR (10916).jpg;Drone
Dataset/train/images\DTR (10917).jpg;Drone
Dataset/train/images\DTR (10918).jpg;Drone
Dataset/train/images\DTR (10919).jpg;Drone
Dataset/train/images\DTR (1092).jpg;Drone
Dataset/train/images\DTR (10920).jpg;Drone
Dataset/train/images\DTR (10921).jpg;Drone
Dataset/train/images\DTR (10922).jpg;Drone
Dataset/train/images\DTR (10923).jpg;Drone
Dataset/train/images\DTR (10924).jpg;Drone
Dataset/train/images\DTR (10925).jpg;Drone
Dataset/train/images\DTR (10926).jpg;Drone
Dataset/train/images\DTR (10927).jpg;Drone
Dataset/train/images\DTR (10928).jpg;Drone
